EmoEmilia	EmoEmilia_ZH_B00090_S00350_W000000.wav	anger	那就没什么好说的了。贝利亚,就让我粉碎你的计划吧。	你们这群蔬菜战士居然让我出丑接下来看我的厉害启动前进模式轰轰轰
MSP-PODCAST	MSP-PODCAST_4985_0288.wav	anger	i build the entire modern world and then get shit on, you know?	because when i was walking out my room to give him his-
MSP-PODCAST	MSP-PODCAST_4667_0070.wav	anger	because when i was walking out my room to give him his-	but you are leaving so much room there for fucking clean up. just get some charisma, man. do you know what i mean? get some charisma. get some jokes on you, get some banter.
MSP-PODCAST	MSP-PODCAST_4564_0042_0004.wav	anger	but you are leaving so much room there for fucking clean up. just get some charisma, man. do you know what i mean? get some charisma. get some jokes on you, get some banter.	outrageous. pavel ivanovich goes on, "above all, they know perfectly well you won't survive this long passage, and yet they put you here."
MSP-PODCAST	MSP-PODCAST_3520_0044_0002.wav	anger	outrageous. pavel ivanovich goes on, "above all, they know perfectly well you won't survive this long passage, and yet they put you here."	... don't mess with it. they don't make them boys drive. these guys be wanting to book crazy loads-
MSP-PODCAST	MSP-PODCAST_5888_0342.wav	anger	... don't mess with it. they don't make them boys drive. these guys be wanting to book crazy loads-	as everyone would agree.
MSP-PODCAST	MSP-PODCAST_0295_0118.wav	anger	as everyone would agree.	... came from under the table. "admit that you are wrong," cried varya. "own up."
MSP-PODCAST	MSP-PODCAST_3521_0089.wav	anger	... came from under the table. "admit that you are wrong," cried varya. "own up."	they make cameras small as grasshoppers now and they will slip inside your prisons. toxic dumps and sweat shops all the way-
MSP-PODCAST	MSP-PODCAST_0663_0342.wav	anger	they make cameras small as grasshoppers now and they will slip inside your prisons. toxic dumps and sweat shops all the way-	fuck you for it, and then what? you thought my nigger was another ass nigger?
MSP-PODCAST	MSP-PODCAST_4259_0203_0002.wav	anger	fuck you for it, and then what? you thought my nigger was another ass nigger?	... factory, and you can watch people with minds create-
MSP-PODCAST	MSP-PODCAST_4994_0231.wav	anger	... factory, and you can watch people with minds create-	the world is out there and they're not coming over here into our church or any church.
MSP-PODCAST	MSP-PODCAST_1774_0126_0002.wav	anger	the world is out there and they're not coming over here into our church or any church.	... opened the car, got in the car, and it's two of y'all fucking officers standing right there. then the only thing you want to do is shoot him in his back all them fucking times?
MSP-PODCAST	MSP-PODCAST_2381_0302.wav	anger	... opened the car, got in the car, and it's two of y'all fucking officers standing right there. then the only thing you want to do is shoot him in his back all them fucking times?	because you can tell when that chick is lying to you.
MSP-PODCAST	MSP-PODCAST_1390_0047_0013.wav	anger	because you can tell when that chick is lying to you.	you got to pay for it. i will, like she was getting mad and my mom's more frugal than me.
MSP-PODCAST	MSP-PODCAST_4521_0070_0000.wav	anger	you got to pay for it. i will, like she was getting mad and my mom's more frugal than me.	ie drug dealing, murder, incest, homicide,
MSP-PODCAST	MSP-PODCAST_0153_0107.wav	anger	ie drug dealing, murder, incest, homicide,	why would you engage? because yore a man, because you're a-
MSP-PODCAST	MSP-PODCAST_3236_0980.wav	anger	why would you engage? because yore a man, because you're a-	right now, then that's a nonnegotiable. we have to do something for our anniversary because we're not getting that-
MSP-PODCAST	MSP-PODCAST_4598_0038_0000.wav	anger	right now, then that's a nonnegotiable. we have to do something for our anniversary because we're not getting that-	no mention of who they're owned by or anything, but if you do the research, you'll know what i'm talking about. you have to be fucking nuts.
MSP-PODCAST	MSP-PODCAST_4568_0131_0002.wav	anger	no mention of who they're owned by or anything, but if you do the research, you'll know what i'm talking about. you have to be fucking nuts.	i'm not trying to be one. i'm saying if you want to go,
MSP-PODCAST	MSP-PODCAST_5660_1802.wav	anger	i'm not trying to be one. i'm saying if you want to go,	i'm not about to figure it out no more, because i don't care.
MSP-PODCAST	MSP-PODCAST_4080_0555.wav	anger	i'm not about to figure it out no more, because i don't care.	we cannot accept that 75% of workers are retaliated against when they speak up and we cannot-
MSP-PODCAST	MSP-PODCAST_3705_0186_0001.wav	anger	we cannot accept that 75% of workers are retaliated against when they speak up and we cannot-	... released the oil on this date, the price came down. when they released the oil this date, when he did this, the price came down. now the oil's released, the prices are still $7 an hour, so you tell me.
MSP-PODCAST	MSP-PODCAST_3559_0137.wav	anger	... released the oil on this date, the price came down. when they released the oil this date, when he did this, the price came down. now the oil's released, the prices are still $7 an hour, so you tell me.	fuck amazon, man. fuck these jobs.
MSP-PODCAST	MSP-PODCAST_3849_0819_0003.wav	anger	fuck amazon, man. fuck these jobs.	so i'm going to give you a little bit of leeway here. do you always take with people a content creator-
MSP-PODCAST	MSP-PODCAST_5660_1023.wav	anger	so i'm going to give you a little bit of leeway here. do you always take with people a content creator-	them not being married. he's doing all of this.
MSP-PODCAST	MSP-PODCAST_5204_0942_0003.wav	anger	them not being married. he's doing all of this.	that's why a lot of kids grew up traumatized.
MSP-PODCAST	MSP-PODCAST_5625_0603.wav	anger	that's why a lot of kids grew up traumatized.	well this motherfucker's in the background, with a fucking camera, recording the goddamn-
MSP-PODCAST	MSP-PODCAST_5474_0877.wav	anger	well this motherfucker's in the background, with a fucking camera, recording the goddamn-	funny skin. no. the problem are these, it's ever crabs. there's bigot golf carts and-
MSP-PODCAST	MSP-PODCAST_0668_1100.wav	anger	funny skin. no. the problem are these, it's ever crabs. there's bigot golf carts and-	... car running, gets out to go pump gas. he's pumping gas with the fucking hose in the-
MSP-PODCAST	MSP-PODCAST_5471_0048.wav	anger	... car running, gets out to go pump gas. he's pumping gas with the fucking hose in the-	[inaudible] harriet tubman would have gone to jail forever. speaker 11: yeah,
MSP-PODCAST	MSP-PODCAST_0097_0466.wav	anger	[inaudible] harriet tubman would have gone to jail forever. speaker 11: yeah,	and i was (beep) freezing, you know what i mean? i had my hands in my pockets the whole time hunched over.
MSP-PODCAST	MSP-PODCAST_4572_0022_0003.wav	anger	and i was (beep) freezing, you know what i mean? i had my hands in my pockets the whole time hunched over.	... they will tell you, stay in your homes. the woke people know that this fucking...
MSP-PODCAST	MSP-PODCAST_5449_0170.wav	anger	... they will tell you, stay in your homes. the woke people know that this fucking...	the fucking breakups. they're blaming yourself for the suicide.
MSP-PODCAST	MSP-PODCAST_4282_0136_0001.wav	anger	the fucking breakups. they're blaming yourself for the suicide.	that's not wrong or little.
MSP-PODCAST	MSP-PODCAST_5669_0408.wav	anger	that's not wrong or little.	lebron, you're replaced. you're replaced. sorry, cleveland, you're the worse. you know, fucking who does that?
MSP-PODCAST	MSP-PODCAST_0173_1112.wav	anger	lebron, you're replaced. you're replaced. sorry, cleveland, you're the worse. you know, fucking who does that?	the coach is a complete dickhead, you hate him with a fucking passion,
MSP-PODCAST	MSP-PODCAST_4598_0066_0005.wav	anger	the coach is a complete dickhead, you hate him with a fucking passion,	and i would say most women's dating profiles look like shit.
MSP-PODCAST	MSP-PODCAST_5661_0538.wav	anger	and i would say most women's dating profiles look like shit.	...for all. and the fact that they were arrested and then released on bail. [crosstalk 00:02:00]it's taken to...
MSP-PODCAST	MSP-PODCAST_2350_0317.wav	anger	...for all. and the fact that they were arrested and then released on bail. [crosstalk 00:02:00]it's taken to...	they doing this fly knit on everything and a lot of it is fucking ugly.
MSP-PODCAST	MSP-PODCAST_2338_0778.wav	anger	they doing this fly knit on everything and a lot of it is fucking ugly.	civil rights war, we went to war with america.
MSP-PODCAST	MSP-PODCAST_3080_1526.wav	anger	civil rights war, we went to war with america.	this is a business. i mean, nobody is to say, "okay, how far are you coming from? let's see."
MSP-PODCAST	MSP-PODCAST_4240_0874_0003.wav	anger	this is a business. i mean, nobody is to say, "okay, how far are you coming from? let's see."	you're trying to kiss their asses. you're trying to figure out the-
MSP-PODCAST	MSP-PODCAST_5660_0896.wav	anger	you're trying to kiss their asses. you're trying to figure out the-	... can't see how stupid, empathetic and petty-
MSP-PODCAST	MSP-PODCAST_1495_0741_0008.wav	anger	... can't see how stupid, empathetic and petty-	"stupid [inaudible 00:04:24]," "stupid black person," "stupid white bitch," "stupid white man."
MSP-PODCAST	MSP-PODCAST_2449_0031.wav	anger	"stupid [inaudible 00:04:24]," "stupid black person," "stupid white bitch," "stupid white man."	you know what i'm saying? i'm thinking along the lines of the kid, i want fairness. yeah, you're my stepdad. you're not my biological father. but yes, i might still want a hug. you my-
MSP-PODCAST	MSP-PODCAST_4500_0183_0005.wav	anger	you know what i'm saying? i'm thinking along the lines of the kid, i want fairness. yeah, you're my stepdad. you're not my biological father. but yes, i might still want a hug. you my-	resign in mass out of protest about how i was treated.
MSP-PODCAST	MSP-PODCAST_2347_0104_0004.wav	anger	resign in mass out of protest about how i was treated.	i was very angry. and nobody could answer those questions.
MSP-PODCAST	MSP-PODCAST_2803_0555.wav	anger	i was very angry. and nobody could answer those questions.	i'm not going to ... i'm established i'm whoever. so i'm not going to hire some fucking stupid ass to say ... like these young ...
MSP-PODCAST	MSP-PODCAST_2382_0431.wav	anger	i'm not going to ... i'm established i'm whoever. so i'm not going to hire some fucking stupid ass to say ... like these young ...	and i have done on what that literally means you adrenochrome freaks.
MSP-PODCAST	MSP-PODCAST_3806_0233_0001.wav	anger	and i have done on what that literally means you adrenochrome freaks.	i think that black people have a fucking grievance, like...
MSP-PODCAST	MSP-PODCAST_3217_0319.wav	anger	i think that black people have a fucking grievance, like...	don't look good. preaching and telling these black girls what they should and shouldn't do and who's contributing to what sort of-
MSP-PODCAST	MSP-PODCAST_4564_0050_0002.wav	anger	don't look good. preaching and telling these black girls what they should and shouldn't do and who's contributing to what sort of-	anyone can ever say ever that justifies being body slammed.
MSP-PODCAST	MSP-PODCAST_0662_0437.wav	anger	anyone can ever say ever that justifies being body slammed.	no one would dare not choose you when you become this person. now, must you protect this person-
MSP-PODCAST	MSP-PODCAST_5860_0054.wav	anger	no one would dare not choose you when you become this person. now, must you protect this person-	girl, when was your motherfucking birthday? tell me now.
MSP-PODCAST	MSP-PODCAST_0163_0083.wav	anger	girl, when was your motherfucking birthday? tell me now.	and he's going to share it and he's unashamed of it. what wonderful things that the lord-
MSP-PODCAST	MSP-PODCAST_3728_0080.wav	anger	and he's going to share it and he's unashamed of it. what wonderful things that the lord-	so is you tripping off of that blunt? is you tripping off anything?
MSP-PODCAST	MSP-PODCAST_4080_0382.wav	anger	so is you tripping off of that blunt? is you tripping off anything?	just don't say nothing. y'all don't have to add is what i'm saying. you don't have to agree, but y'all aggressively go out and add-
MSP-PODCAST	MSP-PODCAST_3556_0231_0002.wav	anger	just don't say nothing. y'all don't have to add is what i'm saying. you don't have to agree, but y'all aggressively go out and add-	choke some people out. make some people uncomfortable.
MSP-PODCAST	MSP-PODCAST_3559_0136_0001.wav	anger	choke some people out. make some people uncomfortable.	got a deal, we've locked it in. and if [inaudible 00:05:38] does get a full-time sponsor, it's definitely partially because of us.
MSP-PODCAST	MSP-PODCAST_3565_0203.wav	anger	got a deal, we've locked it in. and if [inaudible 00:05:38] does get a full-time sponsor, it's definitely partially because of us.	donkey. i will. there's nothing you can do about it, and...
MSP-PODCAST	MSP-PODCAST_3300_0205.wav	anger	donkey. i will. there's nothing you can do about it, and...	like in the rule book, you are not supposed to set up a private server, because-
MSP-PODCAST	MSP-PODCAST_2338_0541.wav	anger	like in the rule book, you are not supposed to set up a private server, because-	you can't get that anymore. fuck you. that-
MSP-PODCAST	MSP-PODCAST_2548_0664.wav	anger	you can't get that anymore. fuck you. that-	bastard twat, it's not my fault.
MSP-PODCAST	MSP-PODCAST_1645_0112_0018.wav	anger	bastard twat, it's not my fault.	but please fix it. but leave our pigs alone.
MSP-PODCAST	MSP-PODCAST_3728_0121.wav	anger	but please fix it. but leave our pigs alone.	not just in drag racing, in general, like dumbing it down-
MSP-PODCAST	MSP-PODCAST_3579_0131_0002.wav	anger	not just in drag racing, in general, like dumbing it down-	... not about you. it's never about you. how you show up in your business is always about your clients-
MSP-PODCAST	MSP-PODCAST_5756_0890.wav	anger	... not about you. it's never about you. how you show up in your business is always about your clients-	you can't take action, because you don't believe it.
MSP-PODCAST	MSP-PODCAST_5660_1437.wav	anger	you can't take action, because you don't believe it.	god, it's probably been like, damm you. god damm you.
MSP-PODCAST	MSP-PODCAST_0974_2127.wav	anger	god, it's probably been like, damm you. god damm you.	and notice a lot of just stupid motherfuckers that make these-
MSP-PODCAST	MSP-PODCAST_3079_1337.wav	anger	and notice a lot of just stupid motherfuckers that make these-	infantry and special forces military are elite. they are elite war fighters.
MSP-PODCAST	MSP-PODCAST_3559_0109_0001.wav	anger	infantry and special forces military are elite. they are elite war fighters.	and all of us older people, we have a responsibility to support the younger people.
MSP-PODCAST	MSP-PODCAST_3709_0229.wav	anger	and all of us older people, we have a responsibility to support the younger people.	find a way to fight that. [crosstalk 00:09:12]. we got to-
MSP-PODCAST	MSP-PODCAST_2352_1074.wav	anger	find a way to fight that. [crosstalk 00:09:12]. we got to-	and mental obstacles. so i hate fucking running. hate it. always have, always, always have.
MSP-PODCAST	MSP-PODCAST_5752_0455.wav	anger	and mental obstacles. so i hate fucking running. hate it. always have, always, always have.	held against her, but i digress, dj, it's on you, beloved.
MSP-PODCAST	MSP-PODCAST_5495_0700.wav	anger	held against her, but i digress, dj, it's on you, beloved.	austin, always talking shit. so i know you're talking about me now.
MSP-PODCAST	MSP-PODCAST_3993_0076.wav	anger	austin, always talking shit. so i know you're talking about me now.	meanwhile, donald trump has turned this country around in two years.
MSP-PODCAST	MSP-PODCAST_3162_0420.wav	anger	meanwhile, donald trump has turned this country around in two years.	had this fucking peacoat, but it had these lions. these lanister lion on the shoulder.
MSP-PODCAST	MSP-PODCAST_2338_0756.wav	anger	had this fucking peacoat, but it had these lions. these lanister lion on the shoulder.	three that the it administrator even had the system set up so it could be somebody's last fucking name.
MSP-PODCAST	MSP-PODCAST_0195_0338.wav	anger	three that the it administrator even had the system set up so it could be somebody's last fucking name.	... die. so, you make them... if you want them to do this, you're going to have to make those mother fuckers fear for their lives. at least...
MSP-PODCAST	MSP-PODCAST_1354_0040_0013.wav	anger	... die. so, you make them... if you want them to do this, you're going to have to make those mother fuckers fear for their lives. at least...	... any sort of heels, any of that, i could barely fucking walk, let alone wear high heels.
MSP-PODCAST	MSP-PODCAST_4602_0041_0002.wav	anger	... any sort of heels, any of that, i could barely fucking walk, let alone wear high heels.	oh, this should be a reason why we unite!
MSP-PODCAST	MSP-PODCAST_4378_0406.wav	anger	oh, this should be a reason why we unite!	i don't think i have that time to do that anymore. like...
MSP-PODCAST	MSP-PODCAST_0286_0070.wav	anger	i don't think i have that time to do that anymore. like...	it's stupid. i mean, it's really stupid. and what really gets me is here we are, 2000-
MSP-PODCAST	MSP-PODCAST_2535_0049.wav	anger	it's stupid. i mean, it's really stupid. and what really gets me is here we are, 2000-	?it's really a double-edged sword because it's like you know you're a man-
MSP-PODCAST	MSP-PODCAST_5490_1261.wav	anger	?it's really a double-edged sword because it's like you know you're a man-	stupid, ignorant, morons.
MSP-PODCAST	MSP-PODCAST_2420_0137_0001.wav	anger	stupid, ignorant, morons.	how fucking dare you. are you even a fan of anything?
MSP-PODCAST	MSP-PODCAST_0848_0250_0001.wav	anger	how fucking dare you. are you even a fan of anything?	can't stand these motherfuckers, every fucking thing is because of this tragic thing that happens to them, that they refuse to move past because they won't let that shit-
MSP-PODCAST	MSP-PODCAST_2383_0520.wav	anger	can't stand these motherfuckers, every fucking thing is because of this tragic thing that happens to them, that they refuse to move past because they won't let that shit-	to say. and he ain't trying to blow no 20-
MSP-PODCAST	MSP-PODCAST_2357_0703.wav	anger	to say. and he ain't trying to blow no 20-	when you're just tired of being just tired, and you just speak out and then the amount of anger that gets thrown at you-
MSP-PODCAST	MSP-PODCAST_0882_0265_0004.wav	anger	when you're just tired of being just tired, and you just speak out and then the amount of anger that gets thrown at you-	well, who fucking gets the money after you sell the t-shirt? you. it's not going through an organization.
MSP-PODCAST	MSP-PODCAST_5580_0212.wav	anger	well, who fucking gets the money after you sell the t-shirt? you. it's not going through an organization.	[foreign language 00:02:45][foreign language 00:02:45]all right, so anyways, this fucking slut, right?
MSP-PODCAST	MSP-PODCAST_5469_0543.wav	anger	[foreign language 00:02:45][foreign language 00:02:45]all right, so anyways, this fucking slut, right?	i don't talk to strangers. when people comment under my on my shit, on my-
MSP-PODCAST	MSP-PODCAST_4522_0035_0000.wav	anger	i don't talk to strangers. when people comment under my on my shit, on my-	that the minneapolis police are not doing that.
MSP-PODCAST	MSP-PODCAST_2365_0062_0002.wav	anger	that the minneapolis police are not doing that.	then he just... i don't know what the fuck hap-
MSP-PODCAST	MSP-PODCAST_0544_0527.wav	anger	then he just... i don't know what the fuck hap-	now how are we possibly going to stop matt breida and company? just tear up the defensive play calling-
MSP-PODCAST	MSP-PODCAST_5776_0241.wav	anger	now how are we possibly going to stop matt breida and company? just tear up the defensive play calling-	and bet it all on you to prove to you that you.
MSP-PODCAST	MSP-PODCAST_5201_0443.wav	anger	and bet it all on you to prove to you that you.	there is a war to destroy us, and it begins with destroying the man, destroying the family, destroy-
MSP-PODCAST	MSP-PODCAST_5912_0043.wav	anger	there is a war to destroy us, and it begins with destroying the man, destroying the family, destroy-	well guess what? all the rich people got the fuck out of manhattan and then standup we were doing-
MSP-PODCAST	MSP-PODCAST_5055_0168.wav	anger	well guess what? all the rich people got the fuck out of manhattan and then standup we were doing-	that's where god shows up and shows off and does things that no other person can do.
MSP-PODCAST	MSP-PODCAST_4939_0136_0000.wav	anger	that's where god shows up and shows off and does things that no other person can do.	people fucking you over to be like, "oh."
MSP-PODCAST	MSP-PODCAST_4718_0334_0002.wav	anger	people fucking you over to be like, "oh."	you can bow out and you can leave, so don't waste her time or don't fuck with her, don't mentally fuck her and be like, "oh-"
MSP-PODCAST	MSP-PODCAST_2664_0576.wav	anger	you can bow out and you can leave, so don't waste her time or don't fuck with her, don't mentally fuck her and be like, "oh-"	g.can't do shit, but whatever it's-
MSP-PODCAST	MSP-PODCAST_2077_0203.wav	anger	g.can't do shit, but whatever it's-	it's absolutely offensive. it can be oppressive in ways.
MSP-PODCAST	MSP-PODCAST_3214_1186.wav	anger	it's absolutely offensive. it can be oppressive in ways.	... who i am and how to make that thing taste like granny used to do. god rest her soul.
MSP-PODCAST	MSP-PODCAST_5486_1110.wav	anger	... who i am and how to make that thing taste like granny used to do. god rest her soul.	but yeah, like they don't believe the right way. they don't practice the right way. they're not getting into my heaven.
MSP-PODCAST	MSP-PODCAST_0109_0223.wav	anger	but yeah, like they don't believe the right way. they don't practice the right way. they're not getting into my heaven.	if you can't decide who you like more on your split, on who you should stand beside-
MSP-PODCAST	MSP-PODCAST_2375_0316.wav	anger	if you can't decide who you like more on your split, on who you should stand beside-	and that's where he put the studio. and you could scale the side of the house if you wanted, and they protected that shit, the whole community protected that shit.
MSP-PODCAST	MSP-PODCAST_0129_0116.wav	anger	and that's where he put the studio. and you could scale the side of the house if you wanted, and they protected that shit, the whole community protected that shit.	this is a terrible idea and it is completely ridiculous. anyone who supports this has no idea what they're talking about.
MSP-PODCAST	MSP-PODCAST_3165_0219.wav	anger	this is a terrible idea and it is completely ridiculous. anyone who supports this has no idea what they're talking about.	what is my brand? what is my differentiation? how am i displaying anything that i do? what is my story to the marketplace? how do you ask good questions?
MSP-PODCAST	MSP-PODCAST_4112_0028.wav	anger	what is my brand? what is my differentiation? how am i displaying anything that i do? what is my story to the marketplace? how do you ask good questions?	protecting your hair beneath the surface where you can't even see it.
MSP-PODCAST	MSP-PODCAST_2215_0419.wav	anger	protecting your hair beneath the surface where you can't even see it.	we will get bored in two weeks dealing with this type of man. it's too predict-
MSP-PODCAST	MSP-PODCAST_5205_0933.wav	anger	we will get bored in two weeks dealing with this type of man. it's too predict-	the shift jobs overseas and force americans to compete with low wage workers in vietnam and other countries. and let us be clear and understand this...
MSP-PODCAST	MSP-PODCAST_1496_0341_0002.wav	anger	the shift jobs overseas and force americans to compete with low wage workers in vietnam and other countries. and let us be clear and understand this...	... telling you bullshit. telling you to stay inside, wear your mask. guess what? we...
MSP-PODCAST	MSP-PODCAST_5449_0073.wav	anger	... telling you bullshit. telling you to stay inside, wear your mask. guess what? we...	come on.
MSP-PODCAST	MSP-PODCAST_4207_0113.wav	anger	come on.	i mean, even amongst criminals, rapists, and murderers, they don't put up with people that target kids.
MSP-PODCAST	MSP-PODCAST_0133_0606.wav	anger	i mean, even amongst criminals, rapists, and murderers, they don't put up with people that target kids.	first time she done called the police this week.
MSP-PODCAST	MSP-PODCAST_4378_0648.wav	anger	first time she done called the police this week.	what about if you're not where you want to be in your life?
MSP-PODCAST	MSP-PODCAST_5492_2499.wav	anger	what about if you're not where you want to be in your life?	a big guy, and i don't want to hurt my girls.
MSP-PODCAST	MSP-PODCAST_5409_0802.wav	anger	a big guy, and i don't want to hurt my girls.	not... there's not something preventing it if nothing exists.
MSP-PODCAST	MSP-PODCAST_4994_0279.wav	anger	not... there's not something preventing it if nothing exists.	now people are in their thirties and older that have taken on insurmountable amounts of debt because we have sold them an empty bill of goods. and what we-
MSP-PODCAST	MSP-PODCAST_3244_0068.wav	anger	now people are in their thirties and older that have taken on insurmountable amounts of debt because we have sold them an empty bill of goods. and what we-	don't fucking call the cops on a nine-year-old boy and accuse him of sexually assaulting you. okay? you're a fucking dumb bitch.
MSP-PODCAST	MSP-PODCAST_3562_0100_0002.wav	anger	don't fucking call the cops on a nine-year-old boy and accuse him of sexually assaulting you. okay? you're a fucking dumb bitch.	that feeling of rage, as far as this is not okay, this is not fair for me to do in this-
MSP-PODCAST	MSP-PODCAST_5461_0100.wav	anger	that feeling of rage, as far as this is not okay, this is not fair for me to do in this-	they're rats! these people are vile, disgusting rats. that's why it's all infections. that's why it's all-
MSP-PODCAST	MSP-PODCAST_3806_0620.wav	anger	they're rats! these people are vile, disgusting rats. that's why it's all infections. that's why it's all-	issues of our time. those are the real issues where the fuck is glenn beck.
MSP-PODCAST	MSP-PODCAST_1496_0853_0007.wav	anger	issues of our time. those are the real issues where the fuck is glenn beck.	i have a boyfriend and i was like, what? why? what? and she goes, yeah, i'm straight. i'm just here supporting my sister who's a lesbian. and i was like, get the fuck out of my lesbian club.
MSP-PODCAST	MSP-PODCAST_4051_0171_0002.wav	anger	i have a boyfriend and i was like, what? why? what? and she goes, yeah, i'm straight. i'm just here supporting my sister who's a lesbian. and i was like, get the fuck out of my lesbian club.	saying to me, focus on being mad.
MSP-PODCAST	MSP-PODCAST_5185_0149_0004.wav	anger	saying to me, focus on being mad.	... so i do what not a single person has been able to do-
MSP-PODCAST	MSP-PODCAST_0790_0406.wav	anger	... so i do what not a single person has been able to do-	... at risk, then you are responsible for your actions in reference-
MSP-PODCAST	MSP-PODCAST_5024_0898.wav	anger	... at risk, then you are responsible for your actions in reference-	speak with your politicians. i know people totally hate trump.
MSP-PODCAST	MSP-PODCAST_3863_0087_0002.wav	anger	speak with your politicians. i know people totally hate trump.	you know what causes-you're supposed to stop at that red light. thanks for the ticket.
MSP-PODCAST	MSP-PODCAST_1207_0088.wav	anger	you know what causes-you're supposed to stop at that red light. thanks for the ticket.	you can fuck whoever you want to. wake it up.
MSP-PODCAST	MSP-PODCAST_5487_0782.wav	anger	you can fuck whoever you want to. wake it up.	like if you do right now, date a girl with kids.
MSP-PODCAST	MSP-PODCAST_4508_0140_0001.wav	anger	like if you do right now, date a girl with kids.	there it is. war on terror over. terrorism over. you are welcome.
MSP-PODCAST	MSP-PODCAST_3813_0345_0004.wav	anger	there it is. war on terror over. terrorism over. you are welcome.	again. that's literally what i did today and that's why i scheduled my meeting with my teacher, so i didn't go in for five minutes cause i hate going to her class. yeah, that's...
MSP-PODCAST	MSP-PODCAST_0219_1221.wav	anger	again. that's literally what i did today and that's why i scheduled my meeting with my teacher, so i didn't go in for five minutes cause i hate going to her class. yeah, that's...	full out assault on this place and take it out.
MSP-PODCAST	MSP-PODCAST_3965_1476.wav	anger	full out assault on this place and take it out.	... means that you do not tolerate any sort of obstacle. you do not tolerate any sort of uncomfortableness, refuse-
MSP-PODCAST	MSP-PODCAST_0261_0255.wav	anger	... means that you do not tolerate any sort of obstacle. you do not tolerate any sort of uncomfortableness, refuse-	it's the treatment, the neglect, the disrespect.
MSP-PODCAST	MSP-PODCAST_5204_0203_0003.wav	anger	it's the treatment, the neglect, the disrespect.	because you're racist. that's what it comes down to, and we've had the studies here, which we've discussed. these idiots don't want to live in a country-
MSP-PODCAST	MSP-PODCAST_2422_0188_0001.wav	anger	because you're racist. that's what it comes down to, and we've had the studies here, which we've discussed. these idiots don't want to live in a country-	because you have elevated and evolved so much, so
MSP-PODCAST	MSP-PODCAST_5201_0928.wav	anger	because you have elevated and evolved so much, so	fucking shtick is his brand, and just putting whatever he shits out on literally any fucking product, but he's so against-
MSP-PODCAST	MSP-PODCAST_2354_0756.wav	anger	fucking shtick is his brand, and just putting whatever he shits out on literally any fucking product, but he's so against-	i was in my mother. you were in your mother. we're made of the stuff-
MSP-PODCAST	MSP-PODCAST_4203_0185_0002.wav	anger	i was in my mother. you were in your mother. we're made of the stuff-	and you're not speaking for yourself. i don't know, it's looking very harvey weinstein-ish to me. people who are guilty, that's what they do. yo, say ...
MSP-PODCAST	MSP-PODCAST_2384_0345.wav	anger	and you're not speaking for yourself. i don't know, it's looking very harvey weinstein-ish to me. people who are guilty, that's what they do. yo, say ...	they don't believe in diversity of thought. they want one thought in america's mainstream, theirs, and they will destroy anything else.
MSP-PODCAST	MSP-PODCAST_0662_0125.wav	anger	they don't believe in diversity of thought. they want one thought in america's mainstream, theirs, and they will destroy anything else.	i would just boycott if i was in san francisco, just because that scares the fuck out of me. that's what's scary to me. now, you guys know what's in my head? fuck the flu.
MSP-PODCAST	MSP-PODCAST_4594_0207.wav	anger	i would just boycott if i was in san francisco, just because that scares the fuck out of me. that's what's scary to me. now, you guys know what's in my head? fuck the flu.	buddy. who's ignoring the shit-
MSP-PODCAST	MSP-PODCAST_5008_3156.wav	anger	buddy. who's ignoring the shit-	... say, "i don't want autism today," and handle it tomorrow. it's okay.
MSP-PODCAST	MSP-PODCAST_2729_0072.wav	anger	... say, "i don't want autism today," and handle it tomorrow. it's okay.	and now that's been almost two weeks now and i still didn't get no fucking call to come pick up the fucking cup.
MSP-PODCAST	MSP-PODCAST_3081_1408.wav	anger	and now that's been almost two weeks now and i still didn't get no fucking call to come pick up the fucking cup.	when i complained about it more than once, i done recorded it. complained about it.
MSP-PODCAST	MSP-PODCAST_4643_0050.wav	anger	when i complained about it more than once, i done recorded it. complained about it.	so because some idiot had this idea of rebooting in television, and doing it poorly-
MSP-PODCAST	MSP-PODCAST_5834_0542.wav	anger	so because some idiot had this idea of rebooting in television, and doing it poorly-	so if a motherfucker helped you get through the doors and then you get here and you lock-
MSP-PODCAST	MSP-PODCAST_5564_0412.wav	anger	so if a motherfucker helped you get through the doors and then you get here and you lock-	batshit.you know what i'm saying? the dude that raped her, but she has to work with him. so she's like "you motherfucker."
MSP-PODCAST	MSP-PODCAST_2383_0527.wav	anger	batshit.you know what i'm saying? the dude that raped her, but she has to work with him. so she's like "you motherfucker."	we're fucking, we're doing this thing. we're people, we got emotions. we're human beings. we're not just sitting around here.
MSP-PODCAST	MSP-PODCAST_2078_0218.wav	anger	we're fucking, we're doing this thing. we're people, we got emotions. we're human beings. we're not just sitting around here.	but i haven't had that. so why should she be alive to me if she's going to potentially cause me death?
MSP-PODCAST	MSP-PODCAST_5409_0594.wav	anger	but i haven't had that. so why should she be alive to me if she's going to potentially cause me death?	the [inaudible 00:01:58] millennials grow up on, i'm not knocking it. some of it, you know, brittany and all that, i get it,
MSP-PODCAST	MSP-PODCAST_2382_0043.wav	anger	the [inaudible 00:01:58] millennials grow up on, i'm not knocking it. some of it, you know, brittany and all that, i get it,	and now as a little bonus, i'm going to tell you how to keep the war on terror going. how to keep it in a spiral of death and destruction that never ends. never ends.
